match_url,home_prob_softmax,prob_min,prob_max,model
https://www.premierleague.com/match/14040,0.51955,0.34101,0.69809,of_to
https://www.premierleague.com/match/14041,0.495355,0.31459,0.67612,of_to
https://www.premierleague.com/match/14042,0.4776249999999999,0.28855,0.6667,of_to
https://www.premierleague.com/match/14043,0.516825,0.36307,0.67058,of_to
https://www.premierleague.com/match/14044,0.42288,0.24898,0.59678,of_to
https://www.premierleague.com/match/14045,0.50235,0.33388,0.67082,of_to
https://www.premierleague.com/match/14046,0.43855,0.24837,0.62873,of_to
https://www.premierleague.com/match/14047,0.441415,0.26967,0.61316,of_to
https://www.premierleague.com/match/14048,0.41872,0.25776,0.57968,of_to
https://www.premierleague.com/match/14049,0.4620149999999999,0.27133,0.6527,of_to
https://www.premierleague.com/match/14050,0.516095,0.36062,0.67157,of_to
https://www.premierleague.com/match/14051,0.4705749999999999,0.28884,0.65231,of_to
https://www.premierleague.com/match/14052,0.5185299999999999,0.3295,0.70756,of_to
https://www.premierleague.com/match/14053,0.46972,0.24967,0.68977,of_to
https://www.premierleague.com/match/14054,0.406965,0.24826,0.56567,of_to
https://www.premierleague.com/match/14055,0.446525,0.24237,0.65068,of_to
https://www.premierleague.com/match/14056,0.4393849999999999,0.26503,0.61374,of_to
https://www.premierleague.com/match/14057,0.501485,0.34696,0.65601,of_to
https://www.premierleague.com/match/14058,0.473125,0.28384,0.66241,of_to
https://www.premierleague.com/match/14059,0.447645,0.27118,0.62411,of_to
https://www.premierleague.com/match/14060,0.5027550000000001,0.34402,0.66149,of_to
https://www.premierleague.com/match/14061,0.476395,0.28777,0.66502,of_to
https://www.premierleague.com/match/14062,0.401425,0.22957,0.57328,of_to
https://www.premierleague.com/match/14063,0.44401,0.25775,0.63027,of_to
https://www.premierleague.com/match/14064,0.48755,0.32775,0.64735,of_to
https://www.premierleague.com/match/14065,0.4879799999999999,0.28384,0.69212,of_to
https://www.premierleague.com/match/14066,0.42782,0.22452,0.63112,of_to
https://www.premierleague.com/match/14067,0.49058,0.31313,0.66803,of_to
https://www.premierleague.com/match/14068,0.487255,0.32671,0.6478,of_to
https://www.premierleague.com/match/14069,0.4341049999999999,0.27914,0.58907,of_to
https://www.premierleague.com/match/14070,0.508175,0.31599,0.70036,of_to
https://www.premierleague.com/match/14071,0.439555,0.26925,0.60986,of_to
https://www.premierleague.com/match/14072,0.409605,0.22155,0.59766,of_to
https://www.premierleague.com/match/14073,0.490935,0.32136,0.66051,of_to
https://www.premierleague.com/match/14074,0.55401,0.38379,0.72423,of_to
https://www.premierleague.com/match/14075,0.454295,0.30374,0.60485,of_to
https://www.premierleague.com/match/14076,0.4908,0.32239,0.65921,of_to
https://www.premierleague.com/match/14077,0.384615,0.21395,0.55528,of_to
https://www.premierleague.com/match/14078,0.49761,0.35599,0.63923,of_to
https://www.premierleague.com/match/14079,0.45712,0.29457,0.61967,of_to
https://www.premierleague.com/match/14080,0.52495,0.35568,0.69422,of_to
https://www.premierleague.com/match/14081,0.44021,0.2834,0.59702,of_to
https://www.premierleague.com/match/14082,0.417715,0.25563,0.5798,of_to
https://www.premierleague.com/match/14083,0.444975,0.24787,0.64208,of_to
https://www.premierleague.com/match/14084,0.462915,0.29476,0.63107,of_to
https://www.premierleague.com/match/14085,0.48278,0.30561,0.65995,of_to
https://www.premierleague.com/match/14086,0.5125649999999999,0.27559,0.74954,of_to
https://www.premierleague.com/match/14087,0.532095,0.33828,0.72591,of_to
https://www.premierleague.com/match/14088,0.520085,0.35863,0.68154,of_to
https://www.premierleague.com/match/14089,0.458095,0.30034,0.61585,of_to
https://www.premierleague.com/match/14090,0.5390900000000001,0.38263,0.69555,of_to
https://www.premierleague.com/match/14091,0.4090249999999999,0.23906,0.57899,of_to
https://www.premierleague.com/match/14092,0.454405,0.29026,0.61855,of_to
https://www.premierleague.com/match/14093,0.478055,0.2863,0.66981,of_to
https://www.premierleague.com/match/14094,0.52005,0.36151,0.67859,of_to
https://www.premierleague.com/match/14095,0.51797,0.34884,0.6871,of_to
https://www.premierleague.com/match/14096,0.430325,0.23792,0.62273,of_to
https://www.premierleague.com/match/14097,0.474245,0.27744,0.67105,of_to
https://www.premierleague.com/match/14098,0.50107,0.331,0.67114,of_to
https://www.premierleague.com/match/14099,0.46709,0.27058,0.6636,of_to
https://www.premierleague.com/match/14100,0.486365,0.31111,0.66162,of_to
https://www.premierleague.com/match/14101,0.458005,0.28046,0.63555,of_to
https://www.premierleague.com/match/14102,0.522885,0.30164,0.74413,of_to
https://www.premierleague.com/match/14103,0.49768,0.30578,0.68958,of_to
https://www.premierleague.com/match/14104,0.462555,0.29245,0.63266,of_to
https://www.premierleague.com/match/14105,0.4264,0.25704,0.59576,of_to
https://www.premierleague.com/match/14106,0.530735,0.32015,0.74132,of_to
https://www.premierleague.com/match/14107,0.57764,0.41151,0.74377,of_to
https://www.premierleague.com/match/14108,0.44486,0.27718,0.61254,of_to
https://www.premierleague.com/match/14109,0.46997,0.29664,0.6433,of_to
https://www.premierleague.com/match/14110,0.54513,0.34605,0.74421,of_to
https://www.premierleague.com/match/14111,0.4612499999999999,0.25587,0.66663,of_to
https://www.premierleague.com/match/14112,0.558145,0.3962,0.72009,of_to
https://www.premierleague.com/match/14113,0.4676599999999999,0.31546,0.61986,of_to
https://www.premierleague.com/match/14114,0.52519,0.36236,0.68802,of_to
https://www.premierleague.com/match/14115,0.49537,0.2963,0.69444,of_to
https://www.premierleague.com/match/14116,0.450055,0.29184,0.60827,of_to
