match_url,away_prob_softmax,model
https://www.premierleague.com/match/12301/12115,0.5037811779166474,original
https://www.premierleague.com/match/12301/12115,0.5079718244178658,of
https://www.premierleague.com/match/12301/12115,0.5077443806140879,of-ko
https://www.premierleague.com/match/12301/12115,0.507926835792429,of-to
https://www.premierleague.com/match/12301/12115,0.5180658821400168,of-to-sc
https://www.premierleague.com/match/12301/12115,0.5182768531190478,final
