match_url,home_prob_softmax,prob_min,prob_max,model
https://www.premierleague.com/match/12115,0.39823,0.15666,0.6398,of
https://www.premierleague.com/match/12116,0.5794199999999999,0.34772,0.81112,of
https://www.premierleague.com/match/12117,0.53079,0.28053,0.78105,of
https://www.premierleague.com/match/12118,0.40438,0.14964,0.65912,of
https://www.premierleague.com/match/12119,0.411025,0.17962,0.64243,of
https://www.premierleague.com/match/12120,0.43985,0.19377,0.68593,of
https://www.premierleague.com/match/12121,0.731375,0.56467,0.89808,of
https://www.premierleague.com/match/12122,0.50735,0.27202,0.74268,of
https://www.premierleague.com/match/12123,0.47811,0.23093,0.72529,of
https://www.premierleague.com/match/12124,0.39808,0.17178,0.62438,of
https://www.premierleague.com/match/12125,0.506995,0.27687,0.73712,of
https://www.premierleague.com/match/12126,0.3904249999999999,0.15399,0.62686,of
https://www.premierleague.com/match/12127,0.5075999999999999,0.25192,0.76328,of
https://www.premierleague.com/match/12128,0.441015,0.20313,0.6789,of
https://www.premierleague.com/match/12129,0.5473600000000001,0.30933,0.78539,of
https://www.premierleague.com/match/12130,0.441905,0.20124,0.68257,of
https://www.premierleague.com/match/12131,0.3149499999999999,0.0943,0.5356,of
https://www.premierleague.com/match/12132,0.413595,0.17263,0.65456,of
https://www.premierleague.com/match/12133,0.450355,0.20472,0.69599,of
https://www.premierleague.com/match/12134,0.5251399999999999,0.26329,0.78699,of
https://www.premierleague.com/match/12135,0.46893,0.21345,0.72441,of
https://www.premierleague.com/match/12136,0.318635,0.09767,0.5396,of
https://www.premierleague.com/match/12137,0.471405,0.22973,0.71308,of
https://www.premierleague.com/match/12138,0.39354,0.14944,0.63764,of
https://www.premierleague.com/match/12139,0.4574399999999999,0.17761,0.73727,of
https://www.premierleague.com/match/12140,0.4578399999999999,0.16943,0.74625,of
https://www.premierleague.com/match/12141,0.441405,0.17993,0.70288,of
https://www.premierleague.com/match/12142,0.44486,0.17763,0.71209,of
https://www.premierleague.com/match/12143,0.37708,0.15668,0.59748,of
https://www.premierleague.com/match/12144,0.473705,0.22637,0.72104,of
https://www.premierleague.com/match/12145,0.475445,0.2381,0.71279,of
https://www.premierleague.com/match/12146,0.48988,0.2321,0.74766,of
https://www.premierleague.com/match/12147,0.554545,0.30163,0.80746,of
https://www.premierleague.com/match/12148,0.5346850000000001,0.27464,0.79473,of
https://www.premierleague.com/match/12149,0.530245,0.27599,0.7845,of
https://www.premierleague.com/match/12150,0.45136,0.20446,0.69826,of
https://www.premierleague.com/match/12151,0.48845,0.24063,0.73627,of
https://www.premierleague.com/match/12152,0.541045,0.30317,0.77892,of
https://www.premierleague.com/match/12153,0.513275,0.27041,0.75614,of
https://www.premierleague.com/match/12154,0.44606,0.21337,0.67875,of
https://www.premierleague.com/match/12155,0.47794,0.23054,0.72534,of
https://www.premierleague.com/match/12156,0.4089049999999999,0.14706,0.67075,of
https://www.premierleague.com/match/12157,0.4796399999999999,0.24111,0.71817,of
https://www.premierleague.com/match/12158,0.48709,0.24152,0.73266,of
https://www.premierleague.com/match/12159,0.466425,0.19058,0.74227,of
https://www.premierleague.com/match/12160,0.462225,0.22374,0.70071,of
https://www.premierleague.com/match/12161,0.46578,0.21982,0.71174,of
https://www.premierleague.com/match/12162,0.461305,0.18682,0.73579,of
https://www.premierleague.com/match/12163,0.356255,0.12638,0.58613,of
https://www.premierleague.com/match/12164,0.39913,0.16877,0.62949,of
