match_url,home_prob_softmax
https://www.premierleague.com/match/12301,0.477905648
https://www.premierleague.com/match/12469,0.450172191
https://www.premierleague.com/match/12494,0.487130343
https://www.premierleague.com/match/12466,0.382518994
https://www.premierleague.com/match/12257,0.382835549
https://www.premierleague.com/match/12126,0.531260423
https://www.premierleague.com/match/12207,0.5033512
https://www.premierleague.com/match/12123,0.496917539
https://www.premierleague.com/match/12487,0.489721448
https://www.premierleague.com/match/12421,0.511313069
https://www.premierleague.com/match/12162,0.50027125
https://www.premierleague.com/match/12459,0.486898
https://www.premierleague.com/match/12192,0.4995925
https://www.premierleague.com/match/12176,0.479336775
https://www.premierleague.com/match/12237,0.498238757
https://www.premierleague.com/match/12132,0.518064634
https://www.premierleague.com/match/12347,0.549548099
https://www.premierleague.com/match/12486,0.457419636
https://www.premierleague.com/match/12470,0.496393813
https://www.premierleague.com/match/12285,0.383587175
https://www.premierleague.com/match/12319,0.496387563
https://www.premierleague.com/match/12381,0.502269984
https://www.premierleague.com/match/12401,0.541467035
https://www.premierleague.com/match/12140,0.498118759
https://www.premierleague.com/match/12228,0.503334951
https://www.premierleague.com/match/12340,0.484845893
https://www.premierleague.com/match/12490,0.484365099
https://www.premierleague.com/match/12200,0.492065666
https://www.premierleague.com/match/12333,0.518366732
https://www.premierleague.com/match/12188,0.516285487
https://www.premierleague.com/match/12399,0.472673506
https://www.premierleague.com/match/12364,0.476743044
https://www.premierleague.com/match/12348,0.487832403
https://www.premierleague.com/match/12489,0.501817492
https://www.premierleague.com/match/12416,0.511020715
https://www.premierleague.com/match/12371,0.511449248
https://www.premierleague.com/match/12320,0.491547055
https://www.premierleague.com/match/12279,0.543491066
https://www.premierleague.com/match/12216,0.540262635
https://www.premierleague.com/match/12157,0.497100033
https://www.premierleague.com/match/12287,0.470504287
https://www.premierleague.com/match/12474,0.51098948
https://www.premierleague.com/match/12465,0.499032501
https://www.premierleague.com/match/12244,0.528019365
https://www.premierleague.com/match/12120,0.509310174
https://www.premierleague.com/match/12250,0.50037375
https://www.premierleague.com/match/12305,0.475937353
https://www.premierleague.com/match/12321,0.504709861
https://www.premierleague.com/match/12208,0.515978308
https://www.premierleague.com/match/12455,0.545486391
