match_url,away_prob,away_prob_min,away_prob_max,model,home_prob,home_prob_min,home_prob_max,home_prob_softmax
https://www.premierleague.com/match/38308,0.308145,0.15129,0.465,of_to_sc,0.18244,0.07299,0.29189,0.46861506718389623
https://www.premierleague.com/match/38309,0.26673,0.09174,0.44172,of_to_sc,0.3127149999999999,0.10081,0.52462,0.5114942245780686
https://www.premierleague.com/match/38310,0.569885,0.26236,0.87741,of_to_sc,0.1877899999999999,0.0218,0.35378,0.40562170807725173
https://www.premierleague.com/match/38311,0.3132049999999999,0.10054,0.52587,of_to_sc,0.23885,0.07872,0.39898,0.4814198095169745
https://www.premierleague.com/match/38312,0.245895,0.10506,0.38673,of_to_sc,0.24238,0.0956,0.38916,0.4991212509047617
https://www.premierleague.com/match/38313,0.1802,0.06878,0.29162,of_to_sc,0.22875,0.09643,0.36107,0.5121351164508593
https://www.premierleague.com/match/38314,0.37816,0.20012,0.5562,of_to_sc,0.132165,0.03856,0.22577,0.43880951033103877
https://www.premierleague.com/match/38315,0.263675,0.11637,0.41098,of_to_sc,0.230315,0.09261,0.36802,0.4916607733722043
https://www.premierleague.com/match/38316,0.269285,0.11151,0.42706,of_to_sc,0.248765,0.10084,0.39669,0.4948701800000167
https://www.premierleague.com/match/38317,0.26515,0.10834,0.42196,of_to_sc,0.22281,0.06696,0.37866,0.48941658100584634
https://www.premierleague.com/match/38318,0.320865,0.15296,0.48877,of_to_sc,0.145075,0.05027,0.23988,0.4561653239544114
https://www.premierleague.com/match/38319,0.2641,0.11898,0.40922,of_to_sc,0.233145,0.09798,0.36831,0.4922618678877357
https://www.premierleague.com/match/38320,0.3213,0.12206,0.52054,of_to_sc,0.2401299999999999,0.06509,0.41517,0.479718634208741
https://www.premierleague.com/match/38321,0.27184,0.10373,0.43995,of_to_sc,0.252445,0.06912,0.43577,0.49515140198886715
https://www.premierleague.com/match/38322,0.354975,0.16505,0.5449,of_to_sc,0.172835,0.04935,0.29632,0.4545904689979621
https://www.premierleague.com/match/38323,0.249705,0.09613,0.40328,of_to_sc,0.252555,0.09896,0.40615,0.500712499517727
https://www.premierleague.com/match/38324,0.254875,0.11276,0.39699,of_to_sc,0.21091,0.08594,0.33588,0.48901052009289026
https://www.premierleague.com/match/38325,0.17,0.0467,0.2933,of_to_sc,0.36806,0.17304,0.56308,0.5493537688845304
https://www.premierleague.com/match/38326,0.111925,0.01185,0.212,of_to_sc,0.61375,0.32912,0.89838,0.6228881170290054
https://www.premierleague.com/match/38327,0.251675,0.09814,0.40521,of_to_sc,0.260295,0.10376,0.41683,0.5021549866562673
https://www.premierleague.com/match/38328,0.30325,0.1389,0.4676,of_to_sc,0.22035,0.0868,0.3539,0.4792868610734215
https://www.premierleague.com/match/38329,0.31043,0.14116,0.4797,of_to_sc,0.198765,0.06791,0.32962,0.4721127213540707
https://www.premierleague.com/match/38330,0.349435,0.16585,0.53302,of_to_sc,0.204985,0.0736,0.33637,0.4639501622777743
https://www.premierleague.com/match/38331,0.316485,0.11446,0.51851,of_to_sc,0.278335,0.09466,0.46201,0.4904636565893421
https://www.premierleague.com/match/38332,0.23304,0.0932,0.37288,of_to_sc,0.256395,0.10677,0.40602,0.5058384846160283
https://www.premierleague.com/match/38333,0.19014,0.07644,0.30384,of_to_sc,0.184,0.07767,0.29033,0.498465004822389
https://www.premierleague.com/match/38334,0.329555,0.14632,0.51279,of_to_sc,0.198475,0.06762,0.32933,0.46727684060684993
https://www.premierleague.com/match/38335,0.2944,0.12727,0.46153,of_to_sc,0.187,0.06563,0.30837,0.4731757792901158
https://www.premierleague.com/match/38336,0.24449,0.08287,0.40611,of_to_sc,0.29375,0.12076,0.46674,0.5123125103596469
https://www.premierleague.com/match/38337,0.25442,0.09648,0.41236,of_to_sc,0.198185,0.0742,0.32217,0.4859449537489645
https://www.premierleague.com/match/38338,0.275695,0.10934,0.44205,of_to_sc,0.282475,0.10885,0.4561,0.5016949935069933
https://www.premierleague.com/match/38339,0.3327,0.16129,0.50411,of_to_sc,0.131305,0.04232,0.22029,0.44982074112662007
https://www.premierleague.com/match/38340,0.33281,0.14782,0.5178,of_to_sc,0.228105,0.0779,0.37831,0.47384763829590487
https://www.premierleague.com/match/38341,0.25643,0.06056,0.4523,of_to_sc,0.237955,0.06122,0.41469,0.4953813813703269
https://www.premierleague.com/match/38342,0.308725,0.12428,0.49317,of_to_sc,0.238685,0.08381,0.39356,0.48249715458060294
https://www.premierleague.com/match/38343,0.244605,0.07371,0.4155,of_to_sc,0.3156,0.10623,0.52497,0.5177412988516072
https://www.premierleague.com/match/38344,0.27254,0.12543,0.41965,of_to_sc,0.17065,0.0463,0.295,0.4745495141956962
https://www.premierleague.com/match/38345,0.211625,0.07568,0.34757,of_to_sc,0.28561,0.11805,0.45317,0.5184878175817331
