match_url,home_prob_softmax,prob_min,prob_max,model
https://www.premierleague.com/match/58896,0.180395,0.0742,0.28659,of_to_sc
https://www.premierleague.com/match/58897,0.249305,0.09105,0.40756,of_to_sc
https://www.premierleague.com/match/58898,0.16119,0.04739,0.27499,of_to_sc
https://www.premierleague.com/match/58899,0.4156499999999999,0.23547,0.59583,of_to_sc
https://www.premierleague.com/match/58900,0.266905,0.12175,0.41206,of_to_sc
https://www.premierleague.com/match/58901,0.250715,0.13278,0.36865,of_to_sc
https://www.premierleague.com/match/58902,0.15426,0.04653,0.26199,of_to_sc
https://www.premierleague.com/match/58903,0.308235,0.14906,0.46741,of_to_sc
https://www.premierleague.com/match/58904,0.23839,0.09763,0.37915,of_to_sc
https://www.premierleague.com/match/58905,0.227665,0.08434,0.37099,of_to_sc
https://www.premierleague.com/match/58906,0.223105,0.06624,0.37997,of_to_sc
https://www.premierleague.com/match/58907,0.254355,0.08817,0.42054,of_to_sc
https://www.premierleague.com/match/58908,0.1668049999999999,0.0739,0.25971,of_to_sc
https://www.premierleague.com/match/58909,0.35823,0.18432,0.53214,of_to_sc
https://www.premierleague.com/match/58910,0.1826549999999999,0.07014,0.29517,of_to_sc
https://www.premierleague.com/match/58911,0.24491,0.11763,0.37219,of_to_sc
https://www.premierleague.com/match/58912,0.26535,0.12314,0.40756,of_to_sc
https://www.premierleague.com/match/58913,0.235645,0.10007,0.37122,of_to_sc
https://www.premierleague.com/match/58914,0.14472,0.0544,0.23504,of_to_sc
https://www.premierleague.com/match/58915,0.14373,0.04752,0.23994,of_to_sc
https://www.premierleague.com/match/58916,0.159945,0.06155,0.25834,of_to_sc
https://www.premierleague.com/match/58917,0.25241,0.1064,0.39842,of_to_sc
https://www.premierleague.com/match/58918,0.18914,0.06849,0.30979,of_to_sc
https://www.premierleague.com/match/58919,0.246585,0.11022,0.38295,of_to_sc
https://www.premierleague.com/match/58920,0.22781,0.10658,0.34904,of_to_sc
https://www.premierleague.com/match/58921,0.238795,0.09316,0.38443,of_to_sc
https://www.premierleague.com/match/58922,0.32621,0.14258,0.50984,of_to_sc
https://www.premierleague.com/match/58923,0.3466399999999999,0.18473,0.50855,of_to_sc
https://www.premierleague.com/match/58924,0.22924,0.07599,0.38249,of_to_sc
https://www.premierleague.com/match/58925,0.223835,0.08665,0.36102,of_to_sc
https://www.premierleague.com/match/58926,0.25685,0.08374,0.42996,of_to_sc
https://www.premierleague.com/match/58927,0.245315,0.10381,0.38682,of_to_sc
https://www.premierleague.com/match/58928,0.216045,0.07641,0.35568,of_to_sc
