match_url,new_home_prob_softmax,original_home_prob_softmax,result,desc,delta
https://www.premierleague.com/match/46649,0.4914208420724316,0.5025374782152583,0,home_win,-0.011116636142826708
https://www.premierleague.com/match/46866,0.5122338078083966,0.5067870830958169,0,home_win,0.005446724712579676
https://www.premierleague.com/match/46908,0.5505467422547218,0.5061359419496488,0,home_win,0.04441080030507294
https://www.premierleague.com/match/46972,0.5515078762333261,0.5018449916261442,0,home_win,0.049662884607181934
https://www.premierleague.com/match/46829,0.5120489168958926,0.5048973433806547,2,draw,0.0071515735152378745
https://www.premierleague.com/match/46739,0.5238194562752172,0.5041699033204058,2,draw,0.01964955295481141
https://www.premierleague.com/match/46627,0.5093201703056348,0.504002414508758,1,away_win,0.005317755796876766
https://www.premierleague.com/match/46702,0.4409949704534953,0.4950164150403834,1,away_win,-0.05402144458688812
https://www.premierleague.com/match/46833,0.474720323473684,0.497950011486756,2,draw,-0.023229688013072014
https://www.premierleague.com/match/46884,0.5155587252646862,0.5065458759869801,0,home_win,0.00901284927770607
https://www.premierleague.com/match/46789,0.5025724773013364,0.5006562496231691,0,home_win,0.0019162276781672372
https://www.premierleague.com/match/46757,0.478951197526229,0.4982337573467133,2,draw,-0.019282559820484324
https://www.premierleague.com/match/46905,0.4914520829056495,0.5014137462324831,0,home_win,-0.009961663326833625
https://www.premierleague.com/match/46935,0.4615622400445567,0.4983000065506364,2,draw,-0.03673776650607968
https://www.premierleague.com/match/46801,0.4123921709840213,0.4914695778014284,2,draw,-0.0790774068174071
https://www.premierleague.com/match/46897,0.4988262521560786,0.5002624999758828,0,home_win,-0.0014362478198041706
https://www.premierleague.com/match/46677,0.4752963806236649,0.5006099996973589,0,home_win,-0.02531361907369395
https://www.premierleague.com/match/46683,0.5131844429303986,0.5061371917613614,2,draw,0.00704725116903715
https://www.premierleague.com/match/46775,0.4863471447167529,0.5024037314816361,1,away_win,-0.016056586764883196
https://www.premierleague.com/match/46664,0.4753150848881501,0.5001949999901135,0,home_win,-0.024879915101963412
https://www.premierleague.com/match/46722,0.4653145503866239,0.4949076760815406,1,away_win,-0.029593125694916733
https://www.premierleague.com/match/46611,0.4768340976370283,0.4994550002158381,1,away_win,-0.02262090257880983
https://www.premierleague.com/match/46888,0.4669408010898237,0.5003587499384378,0,home_win,-0.03341794884861404
https://www.premierleague.com/match/46762,0.5016799936778525,0.4990000013333311,0,home_win,0.0026799923445214313
https://www.premierleague.com/match/46776,0.4634030649882871,0.4929792114745903,1,away_win,-0.02957614648630319
https://www.premierleague.com/match/46932,0.4609459632116536,0.4923243530386177,0,home_win,-0.031378389826964115
https://www.premierleague.com/match/46726,0.4819515950357511,0.4976200179748665,0,home_win,-0.01566842293911541
https://www.premierleague.com/match/46644,0.5249492622644518,0.5075081855798685,0,home_win,0.01744107668458328
https://www.premierleague.com/match/46696,0.4768303556882142,0.4969387882497516,0,home_win,-0.02010843256153738
https://www.premierleague.com/match/46693,0.5047773546132046,0.4987862523841053,2,draw,0.005991102229099321
https://www.premierleague.com/match/46672,0.4490041863436886,0.495162650933419,1,away_win,-0.046158464589730386
https://www.premierleague.com/match/46893,0.4741966934945257,0.4947914384171475,1,away_win,-0.02059474492262181
https://www.premierleague.com/match/46869,0.4627305048812135,0.4941027734754955,1,away_win,-0.03137226859428205
https://www.premierleague.com/match/46968,0.5133056078459152,0.501874991210987,0,home_win,0.01143061663492817
https://www.premierleague.com/match/46618,0.4468861483144803,0.5021024876079352,2,draw,-0.055216339293454875
https://www.premierleague.com/match/46727,0.4463485964774929,0.4921056560724934,1,away_win,-0.04575705959500048
https://www.premierleague.com/match/46856,0.4473941562622948,0.4994675002013247,1,away_win,-0.052073343939029904
https://www.premierleague.com/match/46758,0.482362321287044,0.4981200088595126,0,home_win,-0.015757687572468593
https://www.premierleague.com/match/46977,0.4573637946237657,0.4959613378351435,0,home_win,-0.038597543211377816
https://www.premierleague.com/match/46605,0.5700842750809672,0.5103960015218688,0,home_win,0.05968827355909834
https://www.premierleague.com/match/46685,0.4713862979168477,0.4996562500541585,0,home_win,-0.02826995213731076
https://www.premierleague.com/match/46753,0.4893653540789631,0.4945614644941598,0,home_win,-0.005196110415196686
https://www.premierleague.com/match/46942,0.4589178246075754,0.4929579656770569,0,home_win,-0.0340401410694815
https://www.premierleague.com/match/46802,0.4419319493592313,0.4936590899659501,2,draw,-0.05172714060671879
https://www.premierleague.com/match/46832,0.4658519917893873,0.4954051293542232,1,away_win,-0.029553137564835907
https://www.premierleague.com/match/46642,0.4587266302288802,0.5014824956556849,2,draw,-0.04275586542680471
https://www.premierleague.com/match/46761,0.454571873713214,0.5011149981517425,1,away_win,-0.04654312443852854
https://www.premierleague.com/match/46650,0.4052336078243472,0.4891554509667742,0,home_win,-0.08392184314242701
https://www.premierleague.com/match/46978,0.4252323858691277,0.4990912510006252,2,draw,-0.07385886513149748
https://www.premierleague.com/match/46964,0.5092526935899484,0.5035711892717684,0,home_win,0.005681504318180042
https://www.premierleague.com/match/46687,0.4745071244928295,0.5013887464288375,0,home_win,-0.02688162193600796
https://www.premierleague.com/match/46886,0.432633384664344,0.4976612670563593,2,draw,-0.06502788239201535
https://www.premierleague.com/match/46704,0.5102723043858861,0.5051660661572763,2,draw,0.005106238228609783
https://www.premierleague.com/match/46730,0.5395062286261011,0.5074694442726522,1,away_win,0.03203678435344892
https://www.premierleague.com/match/46895,0.4667628367351093,0.4907835440448169,1,away_win,-0.024020707309707567
https://www.premierleague.com/match/46779,0.4997475000214645,0.5039974148287443,0,home_win,-0.004249914807279764
